country;id;year;;;;
Macedonia, FYR;MKD;2003;0,0278;0,7717;0,1492;0,0513
Macedonia, FYR;MKD;2004;0,0308;0,7811;0,1396;0,0485
Macedonia, FYR;MKD;2005;0,036;0,7681;0,1431;0,0528
Macedonia, FYR;MKD;2006;0,0395;0,7746;0,1355;0,0504
Macedonia, FYR;MKD;2007;0,0504;0,7455;0,1494;0,0547
Macedonia, FYR;MKD;2008;0,0552;0,7465;0,1454;0,0529
Macedonia, FYR;MKD;2009;0,0633;0,7408;0,1452;0,0507
Macedonia, FYR;MKD;2010;0,0738;0,7257;0,1487;0,0518
Macedonia, FYR;MKD;2011;0,0818;0,712;0,1527;0,0534
Macedonia, FYR;MKD;2012;0,0832;0,7245;0,1429;0,0493
Macedonia, FYR;MKD;2013;0,0941;0,7117;0,1454;0,0487
Macedonia, FYR;MKD;2014;0,1088;0,6839;0,1542;0,0531
Madagascar;MDG;1990;0,1208;0,6633;0,1602;0,0557
Madagascar;MDG;1991;0;0,626;0,2378;0,1362
Madagascar;MDG;1992;0;0,6265;0,2371;0,1363
Madagascar;MDG;1993;0;0,624;0,2395;0,1365
Madagascar;MDG;1994;0;0,621;0,2424;0,1366
Madagascar;MDG;1995;0;0,6249;0,2384;0,1367
Madagascar;MDG;1996;0;0,6232;0,2396;0,1372
Madagascar;MDG;1997;0,0001;0,6172;0,2432;0,1395
Madagascar;MDG;1998;0,0001;0,624;0,2404;0,1356
Madagascar;MDG;1999;0,0001;0,6183;0,2445;0,1371
Madagascar;MDG;2000;0,0001;0,622;0,2436;0,1342
Madagascar;MDG;2001;0,0002;0,6305;0,2394;0,1299
Madagascar;MDG;2002;0,0003;0,5419;0,2993;0,1585
Madagascar;MDG;2003;0,0004;0,5428;0,2994;0,1575
Madagascar;MDG;2004;0,0004;0,5237;0,3027;0,1732
Madagascar;MDG;2005;0,0005;0,5514;0,2947;0,1535
Madagascar;MDG;2006;0,0005;0,5174;0,3082;0,1739
Madagascar;MDG;2007;0,0005;0,5937;0,2624;0,1434
Madagascar;MDG;2008;0,0005;0,5808;0,2674;0,1513
Madagascar;MDG;2009;0,0006;0,5881;0,2647;0,1466
Madagascar;MDG;2010;0,0006;0,5819;0,2749;0,1426
Madagascar;MDG;2011;0,0007;0,5696;0,2845;0,1453
Madagascar;MDG;2012;0,0009;0,4662;0,349;0,1839
Madagascar;MDG;2013;0,001;0,4645;0,3512;0,1832
Madagascar;MDG;2014;0,0011;0,4887;0,3331;0,1771
Malawi;MWI;1990;0,0012;0,4819;0,3416;0,1753
Malawi;MWI;1991;0;0,445;0,4571;0,0979
Malawi;MWI;1992;0;0,4595;0,4326;0,1079
Malawi;MWI;1993;0;0,4761;0,4115;0,1124
Malawi;MWI;1994;0;0,496;0,3863;0,1177
Malawi;MWI;1995;0;0,5319;0,3671;0,1009
Malawi;MWI;1996;0;0,546;0,3365;0,1175
Malawi;MWI;1997;0;0,5441;0,3313;0,1246
Malawi;MWI;1998;0;0,5528;0,3217;0,1255
Malawi;MWI;1999;0,0001;0,5464;0,3233;0,1303
Malawi;MWI;2000;0,0001;0,5476;0,3206;0,1317
Malawi;MWI;2001;0,0001;0,5565;0,3109;0,1325
Malawi;MWI;2002;0,0001;0,5781;0,3009;0,1209
Malawi;MWI;2003;0,0001;0,5701;0,2927;0,1371
Malawi;MWI;2004;0,0001;0,5597;0,2952;0,1449
Malawi;MWI;2005;0,0002;0,566;0,286;0,1478
Malawi;MWI;2006;0,0002;0,5429;0,3009;0,156
Malawi;MWI;2007;0,0002;0,5225;0,3044;0,1728
Malawi;MWI;2008;0,0003;0,503;0,3115;0,1853
Malawi;MWI;2009;0,0003;0,4944;0,313;0,1924
Malawi;MWI;2010;0,0003;0,4894;0,3184;0,1919
Malawi;MWI;2011;0,0003;0,4652;0,3248;0,2097
Malawi;MWI;2012;0,0004;0,3919;0,3698;0,2379
Malawi;MWI;2013;0,0004;0,3607;0,377;0,2619
Malawi;MWI;2014;0,0005;0,3547;0,3732;0,2716
Malaysia;MYS;1990;0,0005;0,3598;0,3742;0,2655
Malaysia;MYS;1991;0,0002;0,7846;0,1808;0,0343
Malaysia;MYS;1992;0,0003;0,787;0,1793;0,0334
Malaysia;MYS;1993;0,0004;0,7872;0,1787;0,0336
Malaysia;MYS;1994;0,0006;0,7848;0,1811;0,0335
Malaysia;MYS;1995;0,0006;0,7856;0,1813;0,0325
Malaysia;MYS;1996;0,0007;0,7876;0,1799;0,0317
Malaysia;MYS;1997;0,0012;0,7936;0,1758;0,0294
Malaysia;MYS;1998;0,0017;0,7917;0,176;0,0307
Malaysia;MYS;1999;0,002;0,7753;0,1875;0,0352
Malaysia;MYS;2000;0,0026;0,7895;0,1781;0,0299
Malaysia;MYS;2001;0,003;0,7919;0,1765;0,0287
Malaysia;MYS;2002;0,0037;0,8084;0,162;0,0259
Malaysia;MYS;2003;0,0044;0,8072;0,1608;0,0276
Malaysia;MYS;2004;0,0053;0,8091;0,1588;0,0268
Malaysia;MYS;2005;0,0059;0,8097;0,1559;0,0286
Malaysia;MYS;2006;0,0065;0,8106;0,1538;0,029
Malaysia;MYS;2007;0,0128;0,6767;0,2625;0,0479
Malaysia;MYS;2008;0,0132;0,6934;0,2462;0,0473
Malaysia;MYS;2009;0,0139;0,7012;0,2348;0,05
Malaysia;MYS;2010;0,0158;0,6748;0,2546;0,0549
Malaysia;MYS;2011;0,0163;0,6989;0,2402;0,0446
Malaysia;MYS;2012;0,0348;0,4477;0,455;0,0625
Malaysia;MYS;2013;0,0376;0,4426;0,4469;0,0729
Malaysia;MYS;2014;0,0369;0,4951;0,404;0,0641
Maldives;MDV;1990;0,0351;0,5341;0,3698;0,061
Maldives;MDV;1991;0;0,7959;0,1969;0,0072
Maldives;MDV;1992;0,0001;0,77;0,2218;0,0081
Maldives;MDV;1993;0,0002;0,8285;0,1653;0,006
Maldives;MDV;1994;0,0003;0,7996;0,1931;0,007
Maldives;MDV;1995;0,0003;0,7937;0,1987;0,0072
Maldives;MDV;1996;0,0004;0,824;0,1695;0,0062
Maldives;MDV;1997;0,0006;0,8404;0,1533;0,0057
Maldives;MDV;1998;0,0008;0,8533;0,1406;0,0053
Maldives;MDV;1999;0,0012;0,8371;0,1558;0,0059
Maldives;MDV;2000;0,0011;0,875;0,1193;0,0046
Maldives;MDV;2001;0,0012;0,8792;0,1151;0,0045
Maldives;MDV;2002;0,0016;0,8788;0,1151;0,0045
Maldives;MDV;2003;0,0016;0,9008;0,0939;0,0037
Maldives;MDV;2004;0,0021;0,8829;0,1106;0,0044
Maldives;MDV;2005;0,0019;0,9065;0,088;0,0036
Maldives;MDV;2006;0,0024;0,8949;0,0986;0,0042
Maldives;MDV;2007;0,0022;0,9113;0,0824;0,0041
Maldives;MDV;2008;0,0024;0,9099;0,0826;0,0052
Maldives;MDV;2009;0,0024;0,9146;0,0795;0,0035
Maldives;MDV;2010;0,0025;0,9152;0,0783;0,004
Maldives;MDV;2011;0,0026;0,9172;0,0765;0,0038
Maldives;MDV;2012;0,0035;0,9208;0,0724;0,0032
Maldives;MDV;2013;0,004;0,9273;0,0647;0,0039
Maldives;MDV;2014;0,005;0,9255;0,0656;0,0039
Mali;MLI;1990;0,0049;0,9374;0,0543;0,0034
Mali;MLI;1991;0;0,2982;0,3806;0,3212
Mali;MLI;1992;0;0,2994;0,3801;0,3205
Mali;MLI;1993;0;0,2993;0,3799;0,3208
Mali;MLI;1994;0;0,2973;0,3809;0,3218
Mali;MLI;1995;0;0,2949;0,3836;0,3215
Mali;MLI;1996;0;0,2915;0,3871;0,3214
Mali;MLI;1997;0,0001;0,297;0,3867;0,3163
Mali;MLI;1998;0,0001;0,2903;0,3924;0,3172
Mali;MLI;1999;0,0001;0,2595;0,4219;0,3185
Mali;MLI;2000;0,0001;0,252;0,4213;0,3266
Mali;MLI;2001;0,0002;0,266;0,4065;0,3273
Mali;MLI;2002;0,0002;0,2552;0,4093;0,3354
Mali;MLI;2003;0,0003;0,2631;0,4111;0,3255
Mali;MLI;2004;0,0003;0,2663;0,4083;0,3251
Mali;MLI;2005;0,0003;0,2342;0,4046;0,3609
Mali;MLI;2006;0,0004;0,2388;0,416;0,3448
Mali;MLI;2007;0,0004;0,2375;0,4118;0,3503
Mali;MLI;2008;0,0004;0,2353;0,4166;0,3477
Mali;MLI;2009;0,0005;0,2218;0,4255;0,3522
Mali;MLI;2010;0,0005;0,2216;0,437;0,3409
Mali;MLI;2011;0,0005;0,2164;0,4292;0,3539
Mali;MLI;2012;0,0006;0,2115;0,4374;0,3505
Mali;MLI;2013;0,0007;0,2111;0,4344;0,3538
Mali;MLI;2014;0,0007;0,2083;0,4346;0,3563
Malta;MLT;1990;0,0007;0,2055;0,421;0,3728
Malta;MLT;1991;0;0,907;0,0716;0,0213
Malta;MLT;1992;0,001;0,8985;0,078;0,0225
Malta;MLT;1993;0,002;0,8914;0,0823;0,0244
Malta;MLT;1994;0,0023;0,9116;0,0671;0,0189
Malta;MLT;1995;0,0034;0,8996;0,0761;0,0209
Malta;MLT;1996;0,0045;0,8934;0,0807;0,0213
Malta;MLT;1997;0,0084;0,8867;0,0834;0,0215
Malta;MLT;1998;0,0115;0,8873;0,0807;0,0205
Malta;MLT;1999;0,0155;0,8796;0,0836;0,0212
Malta;MLT;2000;0,0189;0,8777;0,0842;0,0193
Malta;MLT;2001;0,0249;0,8599;0,0941;0,0211
Malta;MLT;2002;0,0273;0,8719;0,0823;0,0186
Malta;MLT;2003;0,0348;0,8577;0,088;0,0196
Malta;MLT;2004;0,0365;0,8658;0,0799;0,0178
Malta;MLT;2005;0,0418;0,861;0,0797;0,0174
Malta;MLT;2006;0,045;0,8598;0,0783;0,0169
Malta;MLT;2007;0,0517;0,8469;0,0833;0,0182
Malta;MLT;2008;0,0536;0,8495;0,0804;0,0165
Malta;MLT;2009;0,0612;0,8349;0,0868;0,017
Malta;MLT;2010;0,0685;0,8258;0,0891;0,0166
Malta;MLT;2011;0,0709;0,8262;0,0873;0,0157
Malta;MLT;2012;0,0763;0,8237;0,0851;0,015
Malta;MLT;2013;0,078;0,8232;0,0813;0,0175
Malta;MLT;2014;0,0918;0,7957;0,09;0,0225
Marshall Islands;MHL;1990;0,0981;0,7883;0,0901;0,0235
Marshall Islands;MHL;1991;0;0;0;0
Marshall Islands;MHL;1992;0;0;0;0
Marshall Islands;MHL;1993;0,0002;0,7083;0,2871;0,0044
Marshall Islands;MHL;1994;0,0003;0,7284;0,2672;0,004
Marshall Islands;MHL;1995;0,0004;0,7347;0,2609;0,0039
Marshall Islands;MHL;1996;0,0005;0,73;0,2656;0,004
Marshall Islands;MHL;1997;0,001;0,7264;0,2686;0,004
Marshall Islands;MHL;1998;0,0015;0,7229;0,2716;0,004
Marshall Islands;MHL;1999;0,0019;0,7302;0,264;0,0039
Marshall Islands;MHL;2000;0,0024;0,716;0,2774;0,0041
Marshall Islands;MHL;2001;0,0026;0,7431;0,2506;0,0037
Marshall Islands;MHL;2002;0,0032;0,7477;0,2454;0,0037
Marshall Islands;MHL;2003;0,0038;0,752;0,2406;0,0036
Marshall Islands;MHL;2004;0,0045;0,748;0,2438;0,0037
Marshall Islands;MHL;2005;0,005;0,752;0,2393;0,0037
Marshall Islands;MHL;2006;0,0058;0,7401;0,2502;0,0039
Marshall Islands;MHL;2007;0,0063;0,751;0,239;0,0037
Marshall Islands;MHL;2008;0,0068;0,7606;0,2291;0,0035
Marshall Islands;MHL;2009;0,0075;0,7561;0,2328;0,0036
Marshall Islands;MHL;2010;0,0081;0,7584;0,23;0,0036
Marshall Islands;MHL;2011;0,0088;0,7541;0,2335;0,0036
Marshall Islands;MHL;2012;0,0101;0,7493;0,237;0,0037
Marshall Islands;MHL;2013;0,0113;0,7446;0,2404;0,0037
Marshall Islands;MHL;2014;0,0125;0,74;0,2437;0,0037
Mauritania;MRT;1990;0,0137;0,7354;0,2471;0,0038
Mauritania;MRT;1991;0;0,2725;0,462;0,2655
Mauritania;MRT;1992;0;0,2672;0,465;0,2678
Mauritania;MRT;1993;0;0,2778;0,462;0,2601
Mauritania;MRT;1994;0;0,2738;0,467;0,2591
Mauritania;MRT;1995;0,0001;0,2931;0,4547;0,2522
Mauritania;MRT;1996;0,0001;0,2856;0,4593;0,255
Mauritania;MRT;1997;0,0001;0,2759;0,4575;0,2665
Mauritania;MRT;1998;0,0002;0,2683;0,4643;0,2672
Mauritania;MRT;1999;0,0002;0,2588;0,4646;0,2764
Mauritania;MRT;2000;0,0003;0,2493;0,4677;0,2828
Mauritania;MRT;2001;0,0003;0,2417;0,4657;0,2923
Mauritania;MRT;2002;0,0004;0,2462;0,4628;0,2906
Mauritania;MRT;2003;0,0005;0,2549;0,4662;0,2784
Mauritania;MRT;2004;0,0005;0,2549;0,4678;0,2768
Mauritania;MRT;2005;0,0006;0,2583;0,4622;0,2789
Mauritania;MRT;2006;0,0007;0,2606;0,4626;0,2761
Mauritania;MRT;2007;0,0008;0,2176;0,4901;0,2915
Mauritania;MRT;2008;0,0009;0,2336;0,4793;0,2862
Mauritania;MRT;2009;0,0011;0,2549;0,4749;0,2691
Mauritania;MRT;2010;0,0011;0,252;0,4756;0,2713
Mauritania;MRT;2011;0,0012;0,25;0,4798;0,2691
Mauritania;MRT;2012;0,0017;0,0978;0,5873;0,3133
Mauritania;MRT;2013;0,0018;0,1207;0,5707;0,3069
Mauritania;MRT;2014;0,0019;0,1186;0,5718;0,3077
Mauritius;MUS;1990;0,0021;0,1228;0,5748;0,3002
Mauritius;MUS;1991;0;0,5386;0,3482;0,1132
Mauritius;MUS;1992;0,0001;0,5556;0,3353;0,1089
Mauritius;MUS;1993;0,0003;0,5659;0,3268;0,107
Mauritius;MUS;1994;0,0004;0,5914;0,3097;0,0985
Mauritius;MUS;1995;0,0005;0,5921;0,305;0,1024
Mauritius;MUS;1996;0,0006;0,595;0,3016;0,1028
Mauritius;MUS;1997;0,0012;0,5833;0,3147;0,1008
Mauritius;MUS;1998;0,0018;0,5686;0,3335;0,0961
Mauritius;MUS;1999;0,0023;0,5756;0,3322;0,0899
Mauritius;MUS;2000;0,0024;0,6076;0,3083;0,0817
Mauritius;MUS;2001;0,0027;0,6167;0,3039;0,0767
Mauritius;MUS;2002;0,0033;0,6507;0,2833;0,0628
Mauritius;MUS;2003;0,004;0,6489;0,2814;0,0657
Mauritius;MUS;2004;0,0046;0,6569;0,2756;0,0629
Mauritius;MUS;2005;0,0054;0,6556;0,2772;0,0618
Mauritius;MUS;2006;0,0059;0,6671;0,2688;0,0583
Mauritius;MUS;2007;0,0084;0,6731;0,2634;0,0551
Mauritius;MUS;2008;0,0108;0,6727;0,2608;0,0557
Mauritius;MUS;2009;0,0132;0,6738;0,2597;0,0534
Mauritius;MUS;2010;0,0158;0,666;0,2648;0,0535
Mauritius;MUS;2011;0,0175;0,677;0,2558;0,0497
Mauritius;MUS;2012;0,0207;0,6694;0,2566;0,0533
Mauritius;MUS;2013;0,0234;0,6699;0,2526;0,0542
Mauritius;MUS;2014;0,026;0,6746;0,2493;0,0501
Mexico;MEX;1990;0,0282;0,677;0,2435;0,0513
Mexico;MEX;1991;0,012;0,6411;0,2595;0,0875
Mexico;MEX;1992;0,0107;0,6534;0,2551;0,0808
Mexico;MEX;1993;0,0098;0,6526;0,2572;0,0805
Mexico;MEX;1994;0,0087;0,6543;0,2587;0,0783
Mexico;MEX;1995;0,0075;0,6663;0,2522;0,074
Mexico;MEX;1996;0,007;0,6503;0,2677;0,075
Mexico;MEX;1997;0,0084;0,6587;0,26;0,0728
Mexico;MEX;1998;0,0096;0,6653;0,2554;0,0697
Mexico;MEX;1999;0,0105;0,6632;0,2548;0,0716
Mexico;MEX;2000;0,0123;0,6579;0,2598;0,07
Mexico;MEX;2001;0,0131;0,6662;0,2532;0,0675
Mexico;MEX;2002;0,0161;0,6586;0,2578;0,0674
Mexico;MEX;2003;0,0188;0,6532;0,2647;0,0632
Mexico;MEX;2004;0,0209;0,648;0,2667;0,0644
Mexico;MEX;2005;0,0233;0,6456;0,2675;0,0636
Mexico;MEX;2006;0,025;0,6418;0,2669;0,0663
Mexico;MEX;2007;0,0251;0,6472;0,2632;0,0645
Mexico;MEX;2008;0,025;0,6502;0,2596;0,0652
Mexico;MEX;2009;0,0249;0,6558;0,2559;0,0634
Mexico;MEX;2010;0,0258;0,6457;0,2623;0,0662
Mexico;MEX;2011;0,0259;0,648;0,2597;0,0665
Mexico;MEX;2012;0,0274;0,6473;0,2578;0,0675
Mexico;MEX;2013;0,0295;0,6483;0,2547;0,0675
Mexico;MEX;2014;0,0318;0,6408;0,2586;0,0688
Micronesia;FSM;1990;0,0344;0,633;0,2623;0,0703
Micronesia;FSM;1991;0;0;0;0
Micronesia;FSM;1992;0;0;0;0
Micronesia;FSM;1993;0,0003;0,8817;0,0874;0,0306
Micronesia;FSM;1994;0,0004;0,8847;0,0842;0,0307
Micronesia;FSM;1995;0,0005;0,8927;0,0775;0,0294
Micronesia;FSM;1996;0,0004;0,5828;0,2914;0,1255
Micronesia;FSM;1997;0,0007;0,5816;0,2922;0,1255
Micronesia;FSM;1998;0,0011;0,5918;0,2853;0,1218
Micronesia;FSM;1999;0,0013;0,6145;0,2684;0,1158
Micronesia;FSM;2000;0,0018;0,593;0,2831;0,1222
Micronesia;FSM;2001;0,0019;0,6326;0,2554;0,1102
Micronesia;FSM;2002;0,0019;0,712;0,2009;0,0852
Micronesia;FSM;2003;0,0027;0,6678;0,2316;0,0979
Micronesia;FSM;2004;0,0032;0,6666;0,2325;0,0977
Micronesia;FSM;2005;0,0037;0,6668;0,2318;0,0977
Micronesia;FSM;2006;0,0048;0,6167;0,2664;0,1121
Micronesia;FSM;2007;0,0056;0,6156;0,2667;0,112
Micronesia;FSM;2008;0,0057;0,655;0,239;0,1003
Micronesia;FSM;2009;0,0073;0,6007;0,277;0,115
Micronesia;FSM;2010;0,0062;0,6914;0,2142;0,0883
Micronesia;FSM;2011;0,0091;0,5877;0,286;0,1173
Micronesia;FSM;2012;0,0105;0,6027;0,2749;0,1119
Micronesia;FSM;2013;0,0112;0,6358;0,2511;0,1018
Micronesia;FSM;2014;0,0123;0,6476;0,2424;0,0976
Moldova;MDA;1990;0,0162;0,801;0,1391;0,0437
Moldova;MDA;1991;0,0006;0,7956;0,1389;0,0648
Moldova;MDA;1992;0,0007;0,7626;0,1639;0,0726
Moldova;MDA;1993;0,0008;0,743;0,1844;0,0717
Moldova;MDA;1994;0,0009;0,7108;0,2078;0,0805
Moldova;MDA;1995;0,001;0,6729;0,2404;0,0856
Moldova;MDA;1996;0,0011;0,6422;0,2613;0,0954
Moldova;MDA;1997;0,0018;0,6154;0,2826;0,1002
Moldova;MDA;1998;0,0026;0,6123;0,2979;0,0872
Moldova;MDA;1999;0,0036;0,6049;0,3093;0,0822
Moldova;MDA;2000;0,0049;0,5722;0,3381;0,0848
Moldova;MDA;2001;0,0061;0,5587;0,3491;0,086
Moldova;MDA;2002;0,0074;0,5836;0,3124;0,0965
Moldova;MDA;2003;0,009;0,5927;0,3108;0,0874
Moldova;MDA;2004;0,0102;0,6157;0,2961;0,0781
Moldova;MDA;2005;0,0118;0,6191;0,2845;0,0846
Moldova;MDA;2006;0,0132;0,6364;0,2687;0,0817
Moldova;MDA;2007;0,0147;0,6351;0,2712;0,0791
Moldova;MDA;2008;0,0163;0,6305;0,2767;0,0765
Moldova;MDA;2009;0,0179;0,6322;0,2674;0,0825
Moldova;MDA;2010;0,0196;0,6337;0,2722;0,0745
Moldova;MDA;2011;0,0195;0,648;0,2582;0,0743
Moldova;MDA;2012;0,0212;0,635;0,2628;0,0811
Moldova;MDA;2013;0,023;0,6371;0,2635;0,0764
Moldova;MDA;2014;0,0264;0,5947;0,2833;0,0957
Mongolia;MNG;1990;0,026;0,6081;0,265;0,101
Mongolia;MNG;1991;0,0001;0,7154;0,1461;0,1384
Mongolia;MNG;1992;0,0001;0,7185;0,1451;0,1363
Mongolia;MNG;1993;0,0001;0,7114;0,148;0,1406
Mongolia;MNG;1994;0,0001;0,7082;0,1495;0,1423
Mongolia;MNG;1995;0,0001;0,7027;0,1522;0,145
Mongolia;MNG;1996;0,0001;0,691;0,1601;0,1488
Mongolia;MNG;1997;0,0001;0,6714;0,1713;0,1572
Mongolia;MNG;1998;0,0001;0,6541;0,1872;0,1586
Mongolia;MNG;1999;0,0001;0,6476;0,1847;0,1675
Mongolia;MNG;2000;0,0001;0,6476;0,1859;0,1664
Mongolia;MNG;2001;0,0001;0,6484;0,1888;0,1628
Mongolia;MNG;2002;0,0001;0,6705;0,1697;0,1597
Mongolia;MNG;2003;0,0002;0,706;0,1476;0,1462
Mongolia;MNG;2004;0,0002;0,7019;0,1436;0,1543
Mongolia;MNG;2005;0,0002;0,7093;0,1397;0,1507
Mongolia;MNG;2006;0,0003;0,7043;0,1439;0,1515
Mongolia;MNG;2007;0,0002;0,7025;0,1561;0,1412
Mongolia;MNG;2008;0,0002;0,6812;0,1672;0,1514
Mongolia;MNG;2009;0,0002;0,6751;0,1691;0,1555
Mongolia;MNG;2010;0,0003;0,6755;0,1637;0,1605
Mongolia;MNG;2011;0,0003;0,7162;0,1381;0,1454
Mongolia;MNG;2012;0,0003;0,7014;0,1488;0,1496
Mongolia;MNG;2013;0,0003;0,6813;0,162;0,1564
Mongolia;MNG;2014;0,0003;0,6847;0,1604;0,1546
Montenegro;MNE;1990;0,0003;0,6544;0,1786;0,1667
Montenegro;MNE;1991;0;0;0;0
Montenegro;MNE;1992;0;0;0;0
Montenegro;MNE;1993;0;0;0;0
Montenegro;MNE;1994;0;0;0;0
Montenegro;MNE;1995;0;0;0;0
Montenegro;MNE;1996;0;0;0;0
Montenegro;MNE;1997;0;0;0;0
Montenegro;MNE;1998;0;0;0;0
Montenegro;MNE;1999;0;0;0;0
Montenegro;MNE;2000;0;0;0;0
Montenegro;MNE;2001;0;0;0;0
Montenegro;MNE;2002;0;0;0;0
Montenegro;MNE;2003;0;0;0;0
Montenegro;MNE;2004;0;0;0;0
Montenegro;MNE;2005;0;0;0;0
Montenegro;MNE;2006;0,4655;0,2795;0,1557;0,0993
Montenegro;MNE;2007;-0,0806;1,1336;-0,04;-0,013
Montenegro;MNE;2008;-0,0685;1,1215;-0,0399;-0,0131
Montenegro;MNE;2009;-0,0597;1,1106;-0,0388;-0,0121
Montenegro;MNE;2010;-0,0447;1,0903;-0,035;-0,0106
Montenegro;MNE;2011;-0,0364;1,0834;-0,036;-0,0109
Montenegro;MNE;2012;0,1344;0,7037;0,1237;0,0381
Montenegro;MNE;2013;0,1442;0,6725;0,1364;0,0468
Montenegro;MNE;2014;0,1547;0,6754;0,1299;0,04
Morocco;MAR;1990;0,1607;0,6646;0,1333;0,0414
Morocco;MAR;1991;0,0006;0,4415;0,3201;0,2377
Morocco;MAR;1992;0,0006;0,4761;0,302;0,2214
Morocco;MAR;1993;0,0006;0,5126;0,2896;0,1971
Morocco;MAR;1994;0,0006;0,539;0,2709;0,1895
Morocco;MAR;1995;0,0006;0,5564;0,2569;0,1861
Morocco;MAR;1996;0,0006;0,5758;0,2534;0,1702
Morocco;MAR;1997;0,0008;0,5568;0,2565;0,1859
Morocco;MAR;1998;0,001;0,571;0,2497;0,1784
Morocco;MAR;1999;0,0011;0,5779;0,242;0,179
Morocco;MAR;2000;0,0012;0,5876;0,2346;0,1766
Morocco;MAR;2001;0,0014;0,5912;0,2338;0,1736
Morocco;MAR;2002;0,0018;0,6151;0,2188;0,1643
Morocco;MAR;2003;0,0022;0,6206;0,2115;0,1657
Morocco;MAR;2004;0,0026;0,6165;0,2146;0,1663
Morocco;MAR;2005;0,0028;0,6374;0,2009;0,1589
Morocco;MAR;2006;0,0031;0,6493;0,1905;0,1571
Morocco;MAR;2007;0,0027;0,706;0,1573;0,134
Morocco;MAR;2008;0,0029;0,7189;0,1548;0,1234
Morocco;MAR;2009;0,003;0,7262;0,1507;0,1201
Morocco;MAR;2010;0,0032;0,7277;0,1512;0,118
Morocco;MAR;2011;0,0032;0,7348;0,1471;0,1148
Morocco;MAR;2012;0,0034;0,7351;0,1461;0,1154
Morocco;MAR;2013;0,0036;0,7474;0,1428;0,1062
Morocco;MAR;2014;0,0038;0,7323;0,1464;0,1175
Mozambique;MOZ;1990;0,004;0,7413;0,1432;0,1114
Mozambique;MOZ;1991;0;0,6601;0,1817;0,1581
Mozambique;MOZ;1992;0;0,6575;0,1827;0,1597
Mozambique;MOZ;1993;0;0,6569;0,1829;0,1602
Mozambique;MOZ;1994;0;0,6561;0,1829;0,161
Mozambique;MOZ;1995;0;0,6535;0,1838;0,1627
Mozambique;MOZ;1996;0;0,6483;0,1834;0,1683
Mozambique;MOZ;1997;0,0004;0,6388;0,1912;0,1697
Mozambique;MOZ;1998;0,0008;0,6654;0,1777;0,156
Mozambique;MOZ;1999;0,0012;0,6353;0,1922;0,1713
Mozambique;MOZ;2000;0,0016;0,6476;0,1861;0,1647
Mozambique;MOZ;2001;0,0021;0,6769;0,1682;0,1528
Mozambique;MOZ;2002;0,0037;0,6576;0,1766;0,1621
Mozambique;MOZ;2003;0,0054;0,6741;0,1697;0,1507
Mozambique;MOZ;2004;0,0066;0,6301;0,1918;0,1714
Mozambique;MOZ;2005;0,0085;0,6491;0,1809;0,1615
Mozambique;MOZ;2006;0,0097;0,6208;0,1965;0,173
Mozambique;MOZ;2007;0,0101;0,6032;0,2065;0,1802
Mozambique;MOZ;2008;0,0086;0,5834;0,2189;0,189
Mozambique;MOZ;2009;0,0073;0,5622;0,2302;0,2003
Mozambique;MOZ;2010;0,0067;0,599;0,2089;0,1854
Mozambique;MOZ;2011;0,0053;0,5556;0,2355;0,2036
Mozambique;MOZ;2012;0,005;0,6419;0,1909;0,1622
Mozambique;MOZ;2013;0,0049;0,6202;0,2078;0,1671
Mozambique;MOZ;2014;0,0049;0,6145;0,2057;0,1749
Myanmar;MMR;1990;0,0049;0,617;0,2063;0,1718
Myanmar;MMR;1991;0;0,6407;0,2775;0,0819
Myanmar;MMR;1992;0;0,6415;0,2761;0,0824
Myanmar;MMR;1993;0;0,6336;0,2839;0,0825
Myanmar;MMR;1994;0;0,6273;0,2898;0,0829
Myanmar;MMR;1995;0;0,6231;0,2923;0,0845
Myanmar;MMR;1996;0;0,62;0,2955;0,0845
Myanmar;MMR;1997;0;0,6207;0,2935;0,0858
Myanmar;MMR;1998;0;0,6249;0,2896;0,0855
Myanmar;MMR;1999;0;0,6116;0,2984;0,0899
Myanmar;MMR;2000;0;0,601;0,3086;0,0903
Myanmar;MMR;2001;0;0,6125;0,3008;0,0867
Myanmar;MMR;2002;0,0001;0,5599;0,3477;0,0923
Myanmar;MMR;2003;0,0001;0,5564;0,3522;0,0914
Myanmar;MMR;2004;0,0001;0,5477;0,3564;0,0959
Myanmar;MMR;2005;0,0001;0,5104;0,3789;0,1106
Myanmar;MMR;2006;0,0001;0,5231;0,3776;0,0992
Myanmar;MMR;2007;0,0001;0,513;0,3867;0,1002
Myanmar;MMR;2008;0,0001;0,4801;0,4064;0,1134
Myanmar;MMR;2009;0,0001;0,4984;0,3984;0,1031
Myanmar;MMR;2010;0,0001;0,48;0,4089;0,111
Myanmar;MMR;2011;0,0001;0,4695;0,4146;0,1159
Myanmar;MMR;2012;0,0001;0,5341;0,365;0,1007
Myanmar;MMR;2013;0,0001;0,5375;0,3584;0,104
Myanmar;MMR;2014;0,0001;0,5424;0,3542;0,1032
Namibia;NAM;1990;0,0001;0,5415;0,3512;0,1072
Namibia;NAM;1991;0;0,5334;0,2471;0,2195
Namibia;NAM;1992;0;0,5575;0,2351;0,2074
Namibia;NAM;1993;0;0,5644;0,2318;0,2038
Namibia;NAM;1994;0;0,5754;0,2257;0,1989
